DAT,Mean integral radiation,avg_radiation,Mean temperature,Integral temperature (week),plant height,growth length,leaf number,leaf length,leaf width,flower node,fruit node,no,daily produce (kg),daily sales,daily produce (plant/g),month,week
213,2186.0,1096.5,20.8375,161.247,234.075,6.025,23.0,17.55,9.525,33.5,32.66666667,2019_33,109.2,442716.0,4.333333333,3,30.0
219,462.0,1721.5,19.08333333,124.4375,239.725,5.65,23.75,19.15,10.725,34.25,33.66666667,2019_33,255.39999999999998,1086457.0,10.134920635,3,31.0
226,2254.0,2057.285714,21.74583333,148.0208333,246.275,6.55,25.0,19.85,11.1,35.5,34.33333333,2019_33,1018.4000000000001,4053053.0,40.41269842,3,32.0
232,2578.0,2355.0,21.9625,131.1626667,254.4,8.125,25.25,20.525,11.5,35.75,35.66666667,2019_33,449.2,1567982.0,17.82539683,3,33.0
247,0.0,2156.307692,22.05833333,324.1692029,274.1,19.7,26.5,20.75,11.475,37.75,36.66666667,2019_33,6658.5,22045537.0,264.22619048,4,35.0
253,2259.0,1956.5,21.45416667,127.325,278.925,4.825,27.5,19.65,11.275,38.75,38.0,2019_33,1716.9,4963471.0,68.13095238,4,36.0
260,2362.0,2017.857143,21.83333333,147.2469697,284.6,5.675,28.75,19.8,10.6,40.0,38.0,2019_33,3330.8,8425521.0,132.17460317,4,37.0
267,2939.0,2947.571429,22.54166667,152.4333333,291.925,7.325,29.75,19.7,10.375,41.0,40.25,2019_33,1526.1,3996984.0,60.55952381,4,38.0
276,3218.0,2384.444444,22.8625,203.3878116,301.025,9.1,30.5,20.225,10.675,41.75,40.5,2019_33,3173.8999999999996,8059507.0,125.9484127,5,39.0
281,3331.0,2475.2,23.00833333,110.4916667,305.95,4.925,31.5,20.7,10.8,42.75,41.33333333,2019_33,2524.6,5524045.0,100.1825397,5,40.0
288,962.0,2558.571429,21.33333333,156.6291667,312.925,6.975,32.5,20.275,10.8,43.75,43.0,2019_33,3190.8,6389834.0,126.61904762,5,41.0
296,2124.0,2288.625,22.09166667,178.2208333,321.525,8.6,34.0,18.95,10.025,45.25,44.66666667,2019_33,2510.7,4979842.0,99.63095238,5,42.0
303,3450.0,2844.857143,22.764,159.891,328.525,7.0,35.25,21.95,10.775,46.5,45.75,2019_33,1121.5,2173450.0,44.50396825,6,43.0
311,3138.0,3042.142857,25.324,193.5015,330.7,2.175,36.75,18.76666667,9.333333333,47.66666667,46.75,2019_33,3983.1000000000004,7722289.0,158.05952381,6,44.0
24,878.0,1455.714,27.0125,196.3833,45.91666667,0.0,8.333333333,,11.91666667,1.0,0.0,2020_22,0.0,0.0,0.0,8,3.0
33,1309.0,1100.666667,25.02083333,226.0125,57.58333333,11.66666667,9.0,,13.25,1.5,1.0,2020_22,0.0,0.0,0.0,9,5.0
39,1926.0,1220.166667,25.2625,147.1375,70.13333333,12.55,11.0,,15.5,3.5,2.6,2020_22,0.0,0.0,0.0,9,6.0
47,876.0,1312.0,21.95416667,183.025,81.83333333,11.7,12.0,,13.46666667,4.666666667,4.0,2020_22,0.0,0.0,0.0,9,7.0
53,1572.0,1395.166667,22.55,135.5583333,91.11666667,9.283333333,13.66666667,,12.0,6.333333333,5.5,2020_22,0.0,0.0,0.0,9,8.0
62,1790.0,1594.888889,22.31666667,205.6833333,97.2,6.083333333,14.5,,12.13333333,7.5,6.333333333,2020_22,0.0,0.0,0.0,10,9.0
69,1617.0,1414.428571,21.74583333,153.3625,103.95,6.75,15.33333333,,11.2,8.666666667,7.833333333,2020_22,0.0,0.0,0.0,10,10.0
75,502.0,1345.166667,19.83333333,128.975,109.25,5.3,16.33333333,,9.95,9.666666667,9.166666667,2020_22,0.0,0.0,0.0,10,11.0
83,1410.0,1171.375,21.07083333,167.4083333,117.5666667,8.316666667,17.5,,11.08333333,10.83333333,10.5,2020_22,0.0,0.0,0.0,10,12.0
91,402.0,1166.75,19.5125,164.5625,122.15,4.583333333,18.33333333,,10.45,11.83333333,11.2,2020_22,0.0,0.0,0.0,11,13.0
97,1221.0,1096.833333,20.52916667,121.1458333,144.6166667,22.46666667,21.5,,11.05,15.16666667,15.33333333,2020_22,740.0,2489500.0,19.144697691,11,14.0
104,311.0,988.4285714,21.025,141.9708333,152.0666667,7.45,22.5,,11.31666667,16.33333333,16.0,2020_22,2180.0,6983600.0,56.399244564,11,15.0
138,659.0,929.4411765,18.57916667,655.7791667,167.2333333,15.16666667,22.5,,10.8,18.16666667,20.0,2020_22,17606.0,39403351.0,455.48857783999995,12,20.0
145,1182.0,767.8571429,18.775,133.6666667,177.75,10.51666667,23.0,,10.66666667,20.33333333,20.5,2020_22,0.0,0.0,0.0,12,21.0
179,1422.0,945.3235294,20.17083333,654.8994048,186.8166667,9.066666667,24.33333333,,10.85,22.0,21.4,2020_22,13597.0,79486000.0,351.770884524,2,26.0
185,1523.0,1324.5,20.675,124.8166667,197.0833333,10.26666667,22.83333333,,9.933333333,23.5,22.0,2020_22,1049.0,7174900.0,27.138902541,2,26.0
192,1558.0,1148.571429,20.64583333,146.3,205.3833333,8.3,23.33333333,,10.15,24.83333333,23.66666667,2020_22,4657.0,26368600.0,120.48223940999999,2,27.0
203,1323.0,1311.818182,20.50416667,233.6375,207.6833333,2.3,22.83333333,,9.983333333,25.16666667,22.8,2020_22,2473.0,14053900.0,63.979509993,2,29.0
209,1774.0,924.8333333,19.20833333,123.225,211.1666667,3.483333333,22.33333333,,10.31666667,25.83333333,25.2,2020_22,2148.0,11808040.0,55.571365740000005,3,30.0
214,1837.0,1450.2,22.64583333,105.6666667,222.1833333,11.01666667,23.66666667,,10.36666667,27.16666667,26.33333333,2020_22,109.0,766000.0,2.819962228,3,31.0
223,1838.0,1558.666667,22.0,196.2833334,230.7833333,8.6,24.66666667,,10.2,28.16666667,27.5,2020_22,4417.0,25536900.0,114.273148268,3,32.0
229,2106.0,1606.666667,22.20833333,128.0625,236.85,6.066666667,25.33333333,,11.03333333,28.83333333,28.0,2020_22,960.0,5270000.0,24.836364571999997,3,33.0
235,2042.0,1650.166667,21.7875,132.5916667,245.4666667,8.616666667,27.0,,10.6,30.5,29.5,2020_22,1455.0,7439200.0,37.642615066000005,3,34.0
242,2255.0,1461.285714,21.97916667,148.925,252.85,7.383333333,28.0,,11.48333333,31.66666667,30.83333333,2020_22,1915.0,10226000.0,49.543373088,4,35.0
248,1860.0,1761.5,19.77916667,133.2666667,261.3333333,8.483333333,29.0,,11.71666667,32.5,31.83333333,2020_22,3959.0,17737324.0,102.42413266599999,4,35.0
255,2448.0,2113.571429,22.96666667,155.4791667,270.5833333,9.25,30.0,,10.51666667,33.83333333,33.16666667,2020_22,3762.0,14207200.0,97.32750369,4,36.0
263,2192.0,1898.25,22.40416667,185.6125,278.0666667,7.483333333,30.83333333,,10.6,35.0,34.0,2020_22,6159.0,22404785.0,159.34080149,4,38.0
269,401.0,2058.666667,23.92083333,135.8041667,287.0,8.933333333,32.0,,9.883333333,36.16666667,35.2,2020_22,2363.0,9021400.0,61.13367655500001,5,38.0
277,1996.0,1822.625,22.58333333,188.1125,294.3833333,7.383333333,33.0,,10.23333333,37.16666667,36.5,2020_22,7085.0,22204054.0,183.29754481199998,5,40.0
283,1127.0,1310.5,20.8875,142.95,302.1166667,7.733333333,34.16666667,,9.65,38.5,37.83333333,2020_22,3754.0,7520000.0,97.120533987,5,40.0
291,1522.0,1789.625,24.21666667,186.5833333,312.6666667,10.55,35.0,,9.9,39.83333333,39.5,2020_22,8362.0,24862518.0,216.335083945,5,42.0
297,2417.0,2127.333333,24.45833333,145.1958333,322.45,9.783333333,35.83333333,,10.11666667,41.5,40.83333333,2020_22,1082.0,2861610.0,27.992652579999998,5,42.0
307,521.0,2123.6,24.60833333,248.1708333,326.8833333,4.433333333,35.83333333,,10.45,42.5,41.5,2020_22,8591.0,21273134.0,222.259591735,6,44.0
312,536.0,1004.0,23.84583333,122.7041667,332.9666667,6.083333333,35.16666667,,9.666666667,43.5,42.0,2020_22,110.0,213000.0,2.845833441,6,45.0
320,1863.0,1744.125,24.29583333,193.7333333,340.8,7.833333333,33.33333333,,10.0,44.33333333,43.33333333,2020_22,6410.0,13694400.0,165.834475981,6,46.0
34,238.0,857.8,22.9,0.0,39.5,0.0,1.8,26.1,14.1,0.0,0.0,2021_3,0.0,0.0,0.0,9,5.0
44,1113.0,914.1,22.0,232.9,57.5,18.0,1.8,29.8,15.7,2.8,2.0,2021_3,0.0,0.0,0.0,9,6.0
50,664.0,815.3,23.6,139.3,68.8,11.3,3.0,31.6,16.1,4.0,3.0,2021_3,0.0,0.0,0.0,9,7.0
57,1201.0,1193.9,22.9,163.8,81.6,12.9,5.2,28.8,13.8,6.2,5.2,2021_3,0.0,0.0,0.0,10,8.0
63,623.0,775.7,20.3,135.5,89.3,7.7,6.3,26.2,13.7,7.3,6.3,2021_3,0.0,0.0,0.0,10,9.0
70,1291.0,1060.1,22.1,150.1,97.3,7.9,8.3,22.6,11.4,9.3,8.3,2021_3,0.0,0.0,0.0,10,10.0
77,1244.0,1138.9,22.4,154.4,108.3,11.1,9.8,21.9,10.8,10.8,9.8,2021_3,0.0,0.0,0.0,10,11.0
83,1218.0,1077.7,21.8,131.4,117.2,8.9,10.8,20.3,11.2,11.8,11.0,2021_3,25.0,110000.0,0.731807271,11,12.0
90,973.0,891.4,20.3,145.7,126.0,8.8,12.2,21.0,12.0,13.2,12.2,2021_3,6015.0,21505638.0,176.072829424,11,13.0
97,1068.0,1035.6,20.4,141.6,133.5,7.5,13.3,20.2,11.5,14.3,13.3,2021_3,1140.0,2793454.0,33.370411568,11,14.0
104,1010.0,918.9,19.7,139.7,143.1,9.6,14.3,23.1,12.5,15.3,14.3,2021_3,4775.0,10648222.0,139.77518884199998,11,15.0
110,1196.0,1152.2,20.4,121.0,150.4,7.3,15.2,22.7,11.5,16.3,15.3,2021_3,8300.0,17940226.0,242.960014051,11,16.0
118,925.0,891.0,19.8,156.5,158.5,8.1,16.5,22.8,11.9,17.7,16.7,2021_3,3580.0,9505058.0,104.7948012,12,17.0
125,1183.0,871.9,18.9,134.3,164.4,5.9,17.5,21.0,11.5,18.7,17.7,2021_3,0.0,0.0,0.0,12,18.0
131,983.0,915.7,19.4,111.7,168.5,4.1,18.2,21.8,11.6,19.3,17.8,2021_3,0.0,0.0,0.0,12,19.0
139,1014.0,1053.3,19.3,152.5,174.9,6.4,19.2,22.0,11.9,20.3,19.2,2021_3,0.0,0.0,0.0,12,20.0
148,1235.0,1018.4,19.2,171.7,183.2,8.3,19.0,21.2,11.6,21.5,20.8,2021_3,1060.0,3940095.0,31.0286283,1,21.0
153,1120.0,1031.6,18.9,96.3,189.5,6.3,19.5,21.5,12.2,22.2,21.3,2021_3,0.0,0.0,0.0,1,22.0
160,1345.0,1149.6,20.0,133.3,195.0,5.5,20.3,21.2,11.7,23.0,22.0,2021_3,200.0,726200.0,5.854458169,1,23.0
167,258.0,954.0,18.3,138.9,200.0,5.1,21.2,20.6,11.2,23.8,23.0,2021_3,5935.0,31290210.0,173.73104617,1,24.0
181,1321.0,1167.5,21.5,283.7,209.7,9.7,22.8,19.0,10.7,25.8,25.7,2021_3,26830.0,141941264.0,785.37556349,2,26.0
188,1387.0,1146.9,21.4,150.8,218.1,8.3,23.8,19.3,11.0,26.8,26.3,2021_3,4675.0,22753106.0,136.84795972700002,2,27.0
195,1518.0,1375.7,21.6,149.3,225.4,7.3,24.8,19.5,11.1,27.8,27.0,2021_3,1035.0,5212823.0,30.29682103,2,28.0
204,1581.0,1367.9,21.9,194.5,233.6,8.2,26.3,18.8,10.8,29.3,28.7,2021_3,5410.0,25752892.0,158.36309348,3,29.0
211,1183.0,1438.1,21.7,152.1,242.7,9.1,27.3,18.1,10.6,30.5,30.0,2021_3,5510.0,25087754.0,161.2903226,3,30.0
218,228.0,900.9,19.3,146.7,247.5,4.7,28.0,19.0,10.7,31.2,30.3,2021_3,14245.0,61225804.0,416.98378315900004,3,31.0
223,1527.0,680.4,22.3,100.9,251.7,4.2,28.5,19.4,10.6,31.8,30.8,2021_3,250.0,752200.0,7.318072712,3,32.0
231,770.0,1305.1,21.9,176.0,258.6,6.9,29.8,19.0,10.2,33.2,32.2,2021_3,9520.0,33188128.0,278.672208865,3,33.0
238,1660.0,1419.1,21.4,156.0,267.4,8.9,31.0,19.2,10.0,34.5,34.0,2021_3,3965.0,13302325.0,116.064633229,4,34.0
245,287.0,1539.7,19.0,149.9,275.5,8.1,32.0,19.6,10.6,35.5,34.5,2021_3,6695.0,22094821.0,195.97798725299998,4,35.0
251,1740.0,1328.3,22.0,123.9,280.1,4.6,32.3,19.3,10.4,36.0,34.8,2021_3,4265.0,13585101.0,124.84632047699999,4,36.0
258,3.0,1430.6,20.0,152.7,283.7,3.6,33.5,20.0,10.3,37.3,35.7,2021_3,8810.0,27951688.0,257.88888235,4,37.0
265,2021.0,1228.1,22.0,149.4,286.0,2.3,34.5,19.2,10.1,38.3,38.0,2021_3,6615.0,20114402.0,193.636204,5,38.0
273,1403.0,1812.3,22.9,181.2,291.6,5.6,34.8,19.1,9.9,38.8,38.3,2021_3,6740.0,20464792.0,197.29524033799999,5,39.0
279,1926.0,1456.3,22.0,132.3,296.8,5.2,35.2,19.3,10.1,39.2,40.0,2021_3,3835.0,13208660.0,112.2592354,5,40.0
289,1949.0,1733.3,23.6,224.7,306.5,9.7,36.0,17.8,9.6,40.3,41.3,2021_3,16950.0,58577149.0,496.16532996,5,41.0
293,2042.0,1715.5,22.7,92.6,311.6,5.1,36.8,17.1,9.1,41.5,41.2,2021_3,475.0,463900.0,13.90433815,5,42.0
301,1089.0,1392.0,19.6,171.7,319.1,7.5,38.0,16.9,9.0,42.8,43.0,2021_3,9990.0,24984324.0,292.43018563000004,6,43.0
307,182.0,1310.3,18.7,126.9,323.6,4.5,38.8,16.4,8.6,43.7,42.8,2021_3,5040.0,11298528.0,147.5323459,6,44.0
314,1165.0,1399.9,25.7,163.4,327.6,4.1,40.0,17.6,8.7,44.8,43.7,2021_3,4630.0,9651123.0,135.5307066,6,45.0
321,920.0,740.0,26.4,176.2,332.6,5.0,40.0,16.0,8.1,45.8,39.4,2021_3,5635.0,11666448.0,164.9493589,6,46.0
329,1474.0,1354.8,28.0,218.4,341.2,8.6,39.5,16.6,8.7,46.5,35.8,2021_3,12355.0,25084992.0,361.6591535,7,47.0
37,657.0,1200.6,25.8,0.0,42.38,0.0,2.0,2.0,25.7,0.0,0.0,2021_6,0.0,0.0,0.0,8,5.0
45,569.0,1405.1,23.3,212.9,55.73,13.35,3.5,3.5,25.9,0.0,0.0,2021_6,0.0,0.0,0.0,9,6.0
51,1559.0,773.0,25.0,137.9,65.08,9.35,3.0,3.0,28.1,4.0,2.0,2021_6,0.0,0.0,0.0,9,7.0
57,499.0,1402.8,22.9,144.3,76.48,11.4,4.5,4.5,26.4,5.5,4.3,2021_6,0.0,0.0,0.0,9,8.0
66,1888.0,1261.1,23.3,211.3,94.38,17.9,6.3,6.3,25.3,7.3,5.8,2021_6,0.0,0.0,0.0,9,9.0
72,471.0,1361.0,24.0,137.4,104.63,10.25,7.5,7.5,23.2,8.5,7.8,2021_6,0.0,0.0,0.0,9,10.0
79,1620.0,1417.3,24.6,166.7,112.45,7.82,9.0,9.0,24.2,10.0,9.8,2021_6,0.0,0.0,0.0,10,11.0
86,997.0,1072.9,21.9,162.5,121.28,8.83,10.5,10.5,22.4,11.5,10.8,2021_6,0.0,0.0,0.0,10,12.0
93,1514.0,1266.0,20.8,149.3,126.27,4.98,11.8,11.8,20.8,12.8,12.2,2021_6,0.0,0.0,0.0,10,13.0
101,1574.0,1435.5,21.3,167.4,133.28,7.02,12.7,12.7,17.6,13.8,13.0,2021_6,0.0,0.0,0.0,10,14.0
107,1369.0,1156.2,20.3,124.8,140.28,7.0,13.8,13.8,18.6,15.2,14.2,2021_6,7200.0,21600000.0,240.0,11,15.0
114,879.0,1044.1,18.9,137.8,145.17,4.88,14.3,14.3,18.9,15.7,15.5,2021_6,9260.0,27780000.0,308.6666667,11,16.0
121,1252.0,1104.6,19.8,137.2,151.53,6.37,15.3,15.3,16.8,16.7,16.2,2021_6,4170.0,12510000.0,139.0,11,17.0
128,1110.0,1011.7,18.9,133.0,155.85,4.32,16.3,16.3,18.0,17.7,17.0,2021_6,1980.0,5940000.0,66.0,11,18.0
136,1249.0,1027.6,19.1,149.4,158.78,2.93,17.2,17.2,17.7,18.7,17.4,2021_6,1900.0,5700000.0,63.33333333,12,19.0
142,1178.0,1050.8,19.7,114.2,160.22,1.43,17.7,17.7,17.8,19.2,17.4,2021_6,3520.0,10560000.0,117.3333333,12,20.0
149,866.0,972.0,18.8,133.3,162.22,2.0,18.0,18.0,17.7,19.5,19.0,2021_6,7310.0,21930000.0,243.66666666999998,12,21.0
156,1161.0,956.1,19.3,127.4,164.18,1.97,18.3,18.3,17.4,19.8,19.8,2021_6,5100.0,15300000.0,170.0,12,22.0
163,860.0,998.1,18.8,127.6,167.42,3.23,18.8,18.8,16.2,20.3,19.8,2021_6,2800.0,8400000.0,93.33333333,12,23.0
169,1030.0,1126.5,19.5,114.0,169.18,1.77,19.2,19.2,17.2,20.7,20.2,2021_6,3960.0,11880000.0,132.0,1,24.0
175,1015.0,1037.0,19.5,115.0,173.43,4.25,19.8,19.8,16.9,21.3,19.2,2021_6,6570.0,19710000.0,218.99999997,1,25.0
182,1230.0,1183.7,19.1,133.0,177.23,3.8,19.8,19.8,17.5,22.0,21.7,2021_6,6170.0,18510000.0,205.66666666999998,1,26.0
189,411.0,1141.0,17.5,135.9,186.73,9.5,20.7,20.7,16.5,24.0,23.2,2021_6,2350.0,7050000.0,78.33333333,1,27.0
203,953.0,1214.9,19.0,273.0,194.13,7.4,21.8,21.8,16.2,25.2,24.8,2021_6,6160.0,18480000.0,205.33333333000002,2,29.0
210,1088.0,1335.6,19.9,140.6,197.7,3.57,22.3,22.3,15.3,25.7,24.8,2021_6,3300.0,9900000.0,110.0,2,30.0
217,1712.0,1436.9,20.3,138.7,201.95,4.25,23.5,23.5,14.9,26.8,25.0,2021_6,5120.0,15360000.0,170.66666666999998,2,31.0
224,1476.0,1724.3,20.8,143.9,206.78,4.83,24.3,24.3,15.3,27.7,26.0,2021_6,2760.0,8280000.0,92.0,2,32.0
232,1914.0,1666.6,21.5,167.4,212.27,5.48,23.2,23.2,15.5,28.7,27.4,2021_6,4350.0,13050000.0,145.0,3,33.0
239,1999.0,1223.0,21.4,144.3,218.33,6.07,23.0,23.0,16.8,29.0,28.5,2021_6,3910.0,11730000.0,130.33333334,3,34.0
245,1685.0,1215.5,20.8,119.8,222.35,4.02,24.0,24.0,14.6,30.0,29.8,2021_6,4900.0,14700000.0,163.33333333000002,3,35.0
255,1281.0,1736.9,20.6,213.7,233.65,11.3,26.0,26.0,16.8,31.7,30.7,2021_6,4410.0,13230000.0,147.0,3,36.0
261,2234.0,2017.3,22.2,129.4,240.77,7.12,26.8,26.8,16.4,32.5,31.8,2021_6,4950.0,14850000.0,165.0,4,37.0
269,953.0,1943.1,20.0,176.5,249.57,8.8,27.8,27.8,17.7,33.5,32.8,2021_6,4000.0,12000000.0,133.33333333000002,4,38.0
276,582.0,2120.3,19.4,153.4,256.62,7.05,28.8,28.8,18.1,34.5,34.0,2021_6,4640.0,13920000.0,154.6666667,4,39.0
282,2166.0,1569.8,22.8,132.9,262.53,5.92,29.8,29.8,18.5,35.5,34.5,2021_6,4880.0,14640000.0,162.66666666999998,4,40.0
289,2694.0,2066.1,22.6,153.4,268.28,5.75,30.8,30.8,19.4,36.5,36.0,2021_6,4640.0,13920000.0,154.6666667,5,41.0
297,1375.0,2296.6,22.5,179.5,275.7,7.42,31.5,31.5,19.6,37.5,37.5,2021_6,4270.0,12810000.0,142.33333333000002,5,42.0
304,1948.0,2024.1,22.6,155.3,281.42,5.72,32.2,32.2,18.0,38.3,37.8,2021_6,4470.0,13410000.0,149.0,5,43.0
312,2755.0,2342.9,23.3,186.3,285.25,3.83,33.2,33.2,17.9,39.3,38.3,2021_6,4300.0,12900000.0,143.33333333000002,5,45.0
24,2972.0,2881.571,30.472,222.0,28.1,0.0,7.5,,10.4,0.0,0.0,2020_27,0.0,0.0,0.0,8,3.0
30,1507.0,2502.5,29.90416667,179.447,36.675,8.575,9.25,,12.2,0.0,0.0,2020_27,0.0,0.0,0.0,8,4.0
36,1504.0,1437.833333,27.35217391,170.6466416,47.38333333,10.70833333,10.66666667,,13.9,0.0,0.0,2020_27,0.0,0.0,0.0,9,5.0
44,1488.0,1308.875,24.136,200.6438406,60.55,13.16666667,10.66666667,,14.6,3.0,0.0,2020_27,0.0,0.0,0.0,9,6.0
51,691.0,1601.428571,22.8875,166.8526304,74.16666667,13.61666667,11.5,,13.1,5.3,3.3,2020_27,0.0,0.0,0.0,9,7.0
57,1331.0,1536.333333,21.7375,133.575,83.95,9.783333333,12.83333333,,14.0,6.7,4.3,2020_27,0.0,0.0,0.0,9,8.0
63,2281.0,1591.0,22.5,134.1541667,95.11666667,11.16666667,13.0,,15.1,7.2,6.0,2020_27,0.0,0.0,0.0,9,9.0
70,2288.0,1980.857143,21.60416667,157.9875,109.1833333,14.06666667,14.83333333,,14.9,9.0,7.8,2020_27,0.0,0.0,0.0,10,10.0
78,1974.0,1925.375,21.3,171.7583333,120.0833333,10.9,16.66666667,,13.6,10.8,10.0,2020_27,0.0,0.0,0.0,10,11.0
85,1837.0,1649.571429,21.256,145.2,130.5833333,10.5,18.16666667,,13.1,12.3,11.2,2020_27,0.0,0.0,0.0,10,12.0
92,1483.0,1415.142857,20.7125,144.7893333,138.2666667,7.683333333,11.83333333,,12.4,13.5,13.0,2020_27,7650.0,31791572.0,142.85714281,10,13.0
100,1477.0,1244.375,20.504,162.5045,148.35,10.08333333,13.5,,11.8,15.2,14.4,2020_27,15315.0,63240326.0,285.9943978,11,14.0
106,1277.0,1134.333333,20.55833333,123.1373333,153.1666667,4.816666667,15.0,,11.6,16.7,15.7,2020_27,8570.0,30723565.0,160.03734827,11,15.0
113,707.0,1096.857143,20.95833333,147.0154762,159.15,5.983333333,15.66666667,,11.3,17.3,16.7,2020_27,9060.0,20098198.0,169.18767507,11,16.0
120,1086.0,824.5714286,20.55833333,143.2625,163.25,4.1,16.66666667,,11.0,18.3,17.7,2020_27,11150.0,20528574.0,208.21661993,11,17.0
148,651.0,907.4285714,19.60416667,555.467,180.3,17.05,20.0,,10.3,21.7,20.8,2020_27,9660.0,23279706.0,180.39215686,12,21.0
155,1024.0,711.1428571,19.4625,137.7726667,184.4,4.1,20.83333333,,10.6,22.5,21.7,2020_27,1825.0,6190566.0,34.08029879,12,22.0
168,1157.0,906.0769231,18.43333333,254.6546667,194.65,10.25,22.0,,10.3,23.7,23.4,2020_27,17130.0,81934557.0,319.88795521000003,1,24.0
189,1375.0,858.7619048,18.09166667,409.1546667,219.6666667,25.01666667,23.16666667,,10.2,26.0,25.8,2020_27,8860.0,37738378.0,165.45284780999998,2,27.0
196,1478.0,1295.0,19.97692308,138.6041667,226.6,6.933333333,24.16666667,,9.6,27.0,26.0,2020_27,1925.0,9720537.0,35.94771242,2,28.0
203,1556.0,1182.571429,19.864,141.7080825,237.55,10.95,25.16666667,,10.4,28.0,27.2,2020_27,8250.0,37871957.0,154.06162466,2,29.0
210,1383.0,1576.714286,21.22916667,142.1690725,245.9166667,8.366666667,26.16666667,,11.0,29.0,28.3,2020_27,2845.0,12234570.0,53.12791783,2,30.0
218,1462.0,922.625,19.56666667,156.767,252.5166667,6.6,27.33333333,,10.8,30.2,29.5,2020_27,5105.0,22963152.0,95.33146592,3,31.0
224,1556.0,1244.0,21.04166667,119.2699855,255.6333333,3.116666667,28.5,,10.7,31.3,30.3,2020_27,2775.0,12700035.0,51.82072829,3,32.0
231,1819.0,1443.428571,21.3375,144.775,261.1333333,5.5,29.0,,10.8,31.8,31.5,2020_27,8935.0,41520492.0,166.85340803,3,33.0
239,1479.0,1763.75,21.50416667,168.304,269.3666667,8.233333333,29.83333333,,11.0,32.7,32.2,2020_27,13840.0,64385632.0,258.45004664,3,34.0
245,2050.0,1636.5,21.7375,127.8956667,275.2333333,5.866666667,29.0,,11.1,33.7,32.8,2020_27,1980.0,8204141.0,36.97478992,3,35.0
252,2046.0,1506.0,21.72083333,147.3958333,281.35,6.116666667,30.33333333,,10.5,35.2,33.8,2020_27,6755.0,24834545.0,126.1437909,4,36.0
259,2103.0,1916.142857,19.248,152.475,287.15,5.8,31.0,,10.3,36.0,34.8,2020_27,14490.0,41480588.0,270.5882353,4,37.0
266,2403.0,2228.428571,22.9875,151.5173333,295.5166667,8.366666667,31.16666667,,10.4,36.7,36.0,2020_27,10665.0,28569071.0,199.15966386999997,4,38.0
273,1409.0,2135.571429,22.47083333,157.9227386,302.7333333,7.216666667,32.16666667,,10.7,38.0,37.6,2020_27,3600.0,10734791.0,67.22689076,4,39.0
280,368.0,2193.714286,23.37083333,156.4042246,308.7166667,5.983333333,33.0,,9.7,39.0,37.8,2020_27,3985.0,13000365.0,74.41643324,5,40.0
287,884.0,2102.428571,22.17916667,160.1458333,313.4833333,4.766666667,34.0,,9.8,40.0,38.8,2020_27,16895.0,43048074.0,315.4995332,5,41.0
294,1130.0,1342.428571,21.14583333,158.9413333,318.9666667,5.483333333,34.33333333,,11.0,41.0,40.8,2020_27,10940.0,27074897.0,204.29505132,5,42.0
302,1603.0,2079.625,22.80833333,180.6456271,325.0833333,6.116666667,35.33333333,,9.5,41.8,43.0,2020_27,5725.0,13277567.0,106.90943044,5,43.0
308,2627.0,2291.5,23.55416667,137.7917754,331.5666667,6.483333333,36.16666667,,9.5,42.7,42.2,2020_27,3260.0,7784811.0,60.87768441,5,44.0
315,2741.0,2276.571429,24.5125,162.5875,337.3333333,5.766666667,37.16666667,,9.6,43.8,43.0,2020_27,12370.0,29394494.0,230.99906627000001,6,45.0
323,781.0,1609.75,22.616,194.4666667,347.9666667,10.63333333,38.5,,9.5,45.5,44.8,2020_27,12460.0,27935505.0,232.67973858,6,46.0
330,1509.0,2002.857143,23.82916667,166.1831449,355.05,7.083333333,38.66666667,,8.8,46.7,46.2,2020_27,10495.0,22927398.0,195.98506066,6,47.0
37,1506.0,1485.0,25.8,0.0,42.7,0.0,11.5,24.5,12.3,0.0,0.0,2021_5,0.0,0.0,0.0,8,5.0
44,687.0,1234.3,26.3,182.9,56.6,13.9,4.8,28.8,14.0,2.3,0.0,2021_5,0.0,0.0,0.0,8,6.0
51,930.0,1546.7,26.8,189.9,70.9,14.3,2.8,31.9,15.9,3.8,0.0,2021_5,0.0,0.0,0.0,9,7.0
58,1763.0,827.0,25.0,168.5,81.1,10.2,4.7,31.7,13.5,5.7,4.7,2021_5,0.0,0.0,0.0,9,8.0
64,512.0,1527.2,23.4,144.3,91.8,10.7,6.5,31.7,14.5,7.5,6.5,2021_5,0.0,0.0,0.0,9,9.0
73,1922.0,1280.8,22.3,209.2,103.7,12.0,8.5,27.7,13.1,9.5,8.5,2021_5,0.0,0.0,0.0,9,10.0
79,533.0,1403.5,24.0,134.9,113.4,9.7,9.7,26.3,12.8,10.7,9.8,2021_5,0.0,0.0,0.0,9,11.0
86,1486.0,1493.1,24.3,164.9,123.8,10.4,11.5,25.5,12.8,12.5,11.5,2021_5,0.0,0.0,0.0,10,12.0
93,950.0,1108.1,21.6,161.1,136.9,13.1,12.7,22.6,11.5,13.7,13.0,2021_5,0.0,0.0,0.0,10,13.0
100,1476.0,1271.6,21.0,148.3,144.5,7.6,13.3,22.9,12.1,15.0,13.5,2021_5,6275.0,23158933.0,117.1802054,10,14.0
108,1518.0,1405.1,21.1,168.2,152.8,8.3,14.3,21.1,11.1,16.3,15.3,2021_5,18620.0,66970503.0,347.71241829,10,15.0
